사업장명,인허가일자,상세영업상태명,소재지전화,도로명주소,지번주소,위도,경도,업태구분명,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용명,데이터기준일자
한길부부치과의원,1990-01-16,영업중,063-223-7056,전라북도 전주시 완산구 용머리로 158 (효자동1가),전라북도 전주시 완산구 효자동1가 195-9,35.8058756,127.1273967,치과의원,치과의원,2,0,0,95.2,예방치과,2022-06-30
한나여성의원,2020-04-14,영업중,063-250-3500,"전라북도 전주시 덕진구 기린대로 489, 2,3,4,5,8층 (덕진동1가)",전라북도 전주시 덕진구 덕진동1가 1275-10,35.84276162,127.1243937,의원,의원,9,23,29,3150.17,산부인과+소아청소년과+피부과,2022-06-30
한독의원,2003-09-03,영업중,063-251-1358,전라북도 전주시 완산구 팔달로 288 (서노송동),전라북도 전주시 완산구 서노송동 660-46,35.82766365,127.1431832,의원,의원,1,0,0,0,내과,2022-06-30
한별여성의원,2019-07-31,영업중,063-244-3559,전라북도 전주시 덕진구 견훤로 215 (인후동1가),전라북도 전주시 덕진구 인후동1가 815-5,35.83081041,127.1586753,의원,의원,7,24,27,2957,산부인과+소아청소년과,2022-06-30
한별한의원,2016-01-05,영업중,063-241-7510,전라북도 전주시 덕진구 견훤로 215 (인후동1가),전라북도 전주시 덕진구 인후동1가 815-5,35.83081041,127.1586753,한의원,한의원,1,0,0,137.55,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
한빛안과의원,1997-05-07,영업중,063-222-7891,전라북도 전주시 완산구 백제대로 259 (중화산동2가),전라북도 전주시 완산구 중화산동2가 629-5,35.81622969,127.1225886,의원,의원,3,1,4,413.89,안과,2022-06-30
한사랑마취통증의학과의원,1998-12-04,영업중,063-231-2228,"전라북도 전주시 완산구 팔달로 113, 2층 (전동)",전라북도 전주시 완산구 전동 191-1,35.81270964,127.1487772,의원,의원,1,0,0,286,마취통증의학과,2022-06-30
한사랑치과의원,1997-08-13,영업중,063-241-8866,전라북도 전주시 덕진구 건산로 232 (인후동1가),전라북도 전주시 덕진구 인후동1가 845-1,35.83407222,127.1627322,치과의원,치과의원,1,0,0,168.27,예방치과,2022-06-30
한상일한의원,1985-07-29,영업중,063-278-8877,전라북도 전주시 완산구 팔달로 286 (서노송동),전라북도 전주시 완산구 서노송동 660-52,35.82753935,127.1433482,한의원,한의원,1,0,0,406.53,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+침구과,2022-06-30
한솔치과의원,2000-04-21,영업중,063-278-7528,"전라북도 전주시 덕진구 조경단로 97 (금암동, 한솔치과의원)",전라북도 전주시 덕진구 금암동 1547-8,35.84293448,127.1386371,치과의원,치과의원,1,0,0,125.29,예방치과,2022-06-30
한신내과의원,2005-10-21,영업중,063-212-1020,전라북도 전주시 덕진구 쪽구름로 57 (여의동),전라북도 전주시 덕진구 여의동 580-6,35.87049988,127.0765605,의원,의원,2,0,0,141.33,내과+외과+정형외과+소아청소년과+피부과+가정의학과,2022-06-30
한앤강치과의원,1994-05-20,영업중,063-253-2804,"전라북도 전주시 덕진구 송천중앙로 140, 2층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 395-20,35.85927167,127.1215345,치과의원,치과의원,1,0,0,214.75,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과+통합치의학과,2022-06-30
한양김영삼내과의원,2021-02-04,영업중,063-221-3303,"전라북도 전주시 완산구 백제대로 264, 2층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 651-3,35.81676534,127.1233548,의원,의원,1,0,0,201,내과+신경과+정신건강의학과+외과+정형외과+신경외과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+재활의학과+가정의학과,2022-06-30
한양내과의원,1999-10-07,영업중,063-278-6800,전라북도 전주시 덕진구 전주천동로 506 (금암동),전라북도 전주시 덕진구 금암동 473-1,35.83703506,127.1315552,의원,의원,4,0,0,320.7,내과,2022-06-30
한양이비인후과의원,2003-08-07,영업중,063-225-0087,"전라북도 전주시 완산구 거마평로 33 (삼천동1가, 흥건2차상가)",전라북도 전주시 완산구 삼천동1가 289-5,35.79540148,127.1166518,의원,의원,1,0,0,0,이비인후과,2022-06-30
한음한방신경정신과한의원,2020-03-31,영업중,063-227-7582,전라북도 전주시 완산구 홍산로 249 (효자동2가),전라북도 전주시 완산구 효자동2가 1239-5,35.81601796,127.1055173,한의원,한의원,1,0,0,231.13,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
한일의원,1975-07-10,영업중,063-211-0011,전라북도 전주시 덕진구 쪽구름로 68 (동산동),전라북도 전주시 덕진구 동산동 691-3,35.87155092,127.0767123,의원,의원,1,0,0,0,내과,2022-06-30
한일정형외과의원,2019-10-01,영업중,063-226-0692,"전라북도 전주시 완산구 홍산로 160-3, 2층 (효자동2가)",전라북도 전주시 완산구 효자동2가 1332-1,35.80816948,127.1051292,의원,의원,2,8,29,1014.07,내과+외과+정형외과+신경외과+비뇨의학과+재활의학과+가정의학과,2022-06-30
한충헌가정의학과의원,1993-02-16,영업중,063-211-3312,전라북도 전주시 덕진구 기린대로 696 (팔복동1가),전라북도 전주시 덕진구 팔복동1가 139-26,35.85360637,127.1057262,의원,의원,1,0,0,112.98,가정의학과,2022-06-30
함께하는내과의원,2001-02-28,영업중,063-252-0015,전라북도 전주시 덕진구 백제대로 659 (금암동),전라북도 전주시 덕진구 금암동 1591-13,35.84365936,127.1412742,의원,의원,34,0,0,897.36,내과+소아청소년과+이비인후과+피부과,2022-06-30
함께하는치과의원,2004-12-23,영업중,063-229-2882,전라북도 전주시 완산구 백제대로 269 (중화산동2가),전라북도 전주시 완산구 중화산동2가 596-5,35.81713253,127.1225455,치과의원,치과의원,1,0,0,186.48,예방치과,2022-06-30
함소아한의원,2004-01-27,영업중,063-273-7566,전라북도 전주시 완산구 온고을로 18 (서신동),전라북도 전주시 완산구 서신동 970-5,35.834173,127.1210352,한의원,한의원,1,0,0,185.15,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
항도외과의원,1997-11-14,영업중,063-252-2200,"전라북도 전주시 덕진구 덕진광장로 1-3 (덕진동1가, 향도외과)",전라북도 전주시 덕진구 덕진동1가 1279-12,35.84448486,127.1235715,의원,의원,3,13,24,1153.71,내과+외과+소아청소년과+피부과,2022-06-30
항연유외과의원,2000-05-31,영업중,063-278-6660,전라북도 전주시 덕진구 안덕원로 244 (인후동1가),전라북도 전주시 덕진구 인후동1가 772-3,35.83621581,127.1536,의원,의원,3,11,25,1043.32,내과+외과+정형외과+신경외과+소아청소년과+피부과+비뇨의학과,2022-06-30
해강내과의원,1989-03-22,영업중,063-253-1122,전라북도 전주시 덕진구 기린대로 485 (덕진동1가),전라북도 전주시 덕진구 덕진동1가 1275-18,35.84263998,127.1247142,의원,의원,1,0,0,607.88,내과,2022-06-30
해나무한의원,2016-12-07,영업중,063-277-6688,"전라북도 전주시 덕진구 솔내로 152, 203호 (송천동1가)",전라북도 전주시 덕진구 송천동1가 107-15,35.86371745,127.1272114,한의원,한의원,1,0,0,176.28,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+침구과,2022-06-30
해독한의원,2001-07-26,영업중,063-278-5100,전라북도 전주시 완산구 당산로 54 (서신동),전라북도 전주시 완산구 서신동 796-5,35.83199509,127.1140538,한의원,한의원,1,0,0,185.77,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
해드림치과의원,2013-05-01,영업중,063-243-0695,"전라북도 전주시 덕진구 안덕원로 161-3, 2층 (인후동2가)",전라북도 전주시 덕진구 인후동2가 236-31,35.83372833,127.1455668,치과의원,치과의원,1,0,0,255.9,치과,2022-06-30
해맑은연합소아청소년과의원,2005-09-27,영업중,063-237-5577,전라북도 전주시 완산구 모악로 4746 (평화동1가),전라북도 전주시 완산구 평화동1가 736-3,35.7929159,127.1323047,의원,의원,3,0,0,270.24,소아청소년과,2022-06-30
해맑은치과의원,2011-08-19,영업중,063-275-2875,"전라북도 전주시 덕진구 붓내3길 28, 2층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 199-9,35.86653582,127.1246595,치과의원,치과의원,1,0,0,150.38,치과,2022-06-30
해바라기치과의원,2014-02-27,영업중,063-241-2041,"전라북도 전주시 덕진구 소리로 181, 203호 (호성동1가, 주공상가)",전라북도 전주시 덕진구 호성동1가 901,35.85790872,127.1520057,치과의원,치과의원,1,0,0,98.12,치과,2022-06-30
해와달한의원,2005-10-27,영업중,063-229-0075,"전라북도 전주시 완산구 평화로 115, 3층 (평화동2가)",전라북도 전주시 완산구 평화동2가 184-31,35.78710423,127.1343785,한의원,한의원,1,0,0,159,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
햇님소아청소년과의원,2016-08-08,영업중,063-214-0214,"전라북도 전주시 덕진구 쪽구름로 74, 3층 (동산동)",전라북도 전주시 덕진구 동산동 691-17,35.87196114,127.0764793,의원,의원,2,0,0,139.6,내과+소아청소년과+이비인후과,2022-06-30
행복의원,2007-10-12,영업중,063-283-5800,"전라북도 전주시 완산구 반촌로 8-2, 1층 (서노송동)",전라북도 전주시 완산구 서노송동 682-7,35.82759313,127.1456894,의원,의원,1,0,0,232.73,내과+외과+정형외과+산부인과+소아청소년과+이비인후과,2022-06-30
행복치과의원,2008-12-29,영업중,,"전라북도 전주시 완산구 용리로 144, 2층 (삼천동1가)",전라북도 전주시 완산구 삼천동1가 622-3,35.79692917,127.1250332,치과의원,치과의원,1,0,0,77,치과,2022-06-30
행복한의원,2009-01-07,영업중,063-905-7979,전라북도 전주시 덕진구 조경단로 43 (금암동),전라북도 전주시 덕진구 금암동 525-42,35.83822406,127.1377019,한의원,한의원,1,0,0,98.04,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
행복한치과의원,2002-10-17,영업중,063-226-1387,전라북도 전주시 완산구 용머리로 72 (효자동1가),전라북도 전주시 완산구 효자동1가 281-3,35.80628289,127.1180311,치과의원,치과의원,1,0,0,296.24,예방치과,2022-06-30
허기석내과의원,1992-02-15,영업중,063-285-2617,전라북도 전주시 완산구 팔달로 248 (서노송동),전라북도 전주시 완산구 서노송동 632-11,35.82434407,127.1448903,의원,의원,2,0,0,0,내과,2022-06-30
허원영내과의원,1997-11-03,영업중,063-224-3880,"전라북도 전주시 완산구 서원로 284, 2층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 534-5,35.81172305,127.1256256,의원,의원,1,0,0,145.25,내과+소아청소년과+피부과,2022-06-30
혁신탑비뇨의학과의원,2021-09-27,영업중,063-904-7588,"전라북도 전주시 덕진구 기지로 66, 2층 201호 (중동)",전라북도 전주시 덕진구 중동 774-4,35.83804926,127.0590138,의원,의원,1,0,0,276.19,피부과+비뇨의학과,2022-06-30
혁신한의원,2016-08-01,영업중,063-228-8872,"전라북도 전주시 덕진구 오공로 33, 402호 (중동)",전라북도 전주시 덕진구 중동 774-12,35.8362099,127.0589926,한의원,한의원,1,0,0,233.44,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
현대내과의원,1993-09-08,영업중,063-253-3843,전라북도 전주시 덕진구 기린대로 272 (진북동),전라북도 전주시 덕진구 진북동 329-1,35.82998243,127.1425579,의원,의원,1,0,0,339.17,내과,2022-06-30
현대마취통증의학과의원,2006-09-01,영업중,063-226-8875,전라북도 전주시 완산구 모악로 4683 (평화동2가),전라북도 전주시 완산구 평화동2가 312-6,35.78766996,127.1300293,의원,의원,1,0,0,144.39,마취통증의학과,2022-06-30
현대영상의학과의원,1986-10-15,영업중,063-272-3323,전라북도 전주시 덕진구 백제대로 631 (금암동),전라북도 전주시 덕진구 금암동 1547-11,35.84278835,127.138356,의원,의원,1,0,0,0,영상의학과,2022-06-30
현대의원,2001-07-09,영업중,063-245-3031,전라북도 전주시 덕진구 백제대로 813 (우아동3가),전라북도 전주시 덕진구 우아동3가 746-30,35.84852409,127.157223,의원,의원,1,0,0,107,내과,2022-06-30
현대이비인후과의원,1995-07-19,영업중,063-254-7563,전라북도 전주시 덕진구 기린대로 272 (진북동),전라북도 전주시 덕진구 진북동 329-1,35.82998243,127.1425579,의원,의원,1,0,0,226.11,이비인후과,2022-06-30
현대정신건강의학과의원,1990-02-02,영업중,063-254-7561,"전라북도 전주시 덕진구 기린대로 272, 3층 (진북동)",전라북도 전주시 덕진구 진북동 329-1,35.82998243,127.1425579,의원,의원,1,0,0,0,신경과+정신건강의학과,2022-06-30
현대중앙안과의원,1993-01-09,영업중,063-286-2000,전라북도 전주시 덕진구 기린대로 272 (진북동),전라북도 전주시 덕진구 진북동 329-1,35.82998243,127.1425579,의원,의원,3,0,0,251,안과,2022-06-30
현대한의원,1993-02-20,영업중,063-285-6760,전라북도 전주시 완산구 장승배기로 259 (평화동1가),전라북도 전주시 완산구 평화동1가 393-9,35.79863275,127.1403711,한의원,한의원,1,0,0,85,한방내과+한방부인과+한방소아과+한방신경정신과+침구과,2022-06-30
현마취통증의학과의원,2017-09-29,영업중,063-225-8575,"전라북도 전주시 완산구 모악로 4746 (평화동1가, 태양빌딩)",전라북도 전주시 완산구 평화동1가 736-3,35.7929159,127.1323047,의원,의원,1,0,0,296,내과+정형외과+신경외과+마취통증의학과+피부과+재활의학과+가정의학과,2022-06-30
